text_ENG	Race	Number	Number2	ElemRes1	ElemRes2	ElemRes3	ElemRes4	ElemRes5	ElemRes6	AilRes1	AilRes2	AilRes3	AilRes4	AilRes5	AilRes6	AilRes7	AilRes8	DropReward0	DropReward1	DropReward2	DropReward3	DropReward4	DropGift0	DropGift1	DropGift2	DropGift3	DropGift4	text_JPN	text_CHS	text_CHT	text_KOR	FlavorText	EnemyLibraryInfoId
Frenzied Predator	Beast	[9, 9, 7, 10]	593	0	0	-50	-25	50	0	0	0	50	-50	0	0	0	-25	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2062748672, 'ItemName': 'Fine Pelt', 'GradeMin': 1, 'GradeMax': 53}	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 765271129, 'ItemName': 'Monster Poison Organ', 'GradeMin': 1, 'GradeMax': 53}	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2123468430, 'ItemName': 'Poison Powder', 'GradeMin': 1, 'GradeMax': 53}	"{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 852114861, 'TraitId2': 0, 'ItemId': 1736712702, 'ItemName': ""Devil's Soul"", 'TraitName1': 'Free Spirit'}"	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 728189870, 'ItemName': 'Mythical Hide', 'GradeMin': 1, 'GradeMax': 53}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1745456233, 'ItemName': 'Dark Frost Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 521059583, 'ItemName': 'Crimson Frost Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2046300859, 'ItemName': 'Azure Frost Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}			暴虐なる狂獣	暴虐的狂兽	暴虐狂獸	포학한 광수	"{'flavor1': {'text_ENG': 'Yikes! This monster has such an imposing presence!', 'text_JPN': '「うわっ、すごい迫力ある魔物だな！」', 'text_CHT': '「哇，好駭人的魔物！」', 'text_CHS': '“哇，好吓人的魔物！”', 'text_KOR': '「으음, 박력이 엄청난 몬스터구나!」'}, 'char1': 'Oskar', 'flavor2': {'text_ENG': ""I can almost feel the hostility oozing from it. One thing's for sure, it'd make for a difficult opponent."", 'text_JPN': '「全身から敵意が溢れ出してるな。厄介な相手\n\u3000なのは間違いないだろう」', 'text_CHT': '「牠全身上下都散發著敵意，\n\u3000肯定不好對付。」', 'text_CHS': '“它全身上下都散发着敌意，\n\u3000肯定不好对付。”', 'text_KOR': '「온몸에서 적의가 넘쳐흐르는군.\n 분명 성가신 상대일 테지」'}, 'char2': 'Logy', 'flavor3': {'text_ENG': 'If we ever encounter one, running would probably be our best choice.', 'text_JPN': '「こういうのに会ったら逃げるのが一番だな」', 'text_CHT': '「遇到這種魔物，腳底抹油就對了。」', 'text_CHS': '“遇到这种魔物，溜之大吉就对了。”', 'text_KOR': '「이런 녀석을 만나면 도망치는 게 제일이야」'}, 'char3': 'Oskar'}"	428328560
		[5, 8, 6, 7]	189																														987310879
		[9, 10, 8, 10]	594																														1285826073
Elder Fang	Beast	[5, 8, 5, 8]	190	0	-50	0	-25	50	0	0	0	50	0	0	-50	0	-25	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2062748672, 'ItemName': 'Fine Pelt', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1497826300, 'ItemName': 'Fresh Meat', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1486125131, 'ItemName': 'Sturdy Claws', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 765271129, 'ItemName': 'Monster Poison Organ', 'GradeMin': 1, 'GradeMax': 25}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 113500809, 'ItemName': 'Altus - Deep Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 580264211, 'ItemName': 'Altus - Azure Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1291552816, 'ItemName': 'Altus - Azure Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 565416004, 'ItemName': 'Altus - Azure Glow'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 456265277, 'ItemName': 'Altus - Azure Amethyst'}	エルダーファング	长老利牙	長老利牙	엘더 팡	"{'flavor1': {'text_ENG': ""Apparently it's a sort of wolf elder. It's lived for a very long time, and is respected by the pack."", 'text_JPN': '「長い年月を生きたウォルフの長老らしいぞ」', 'text_CHT': '「這好像是狼群長老，已經活很久很久了。」', 'text_CHS': '“这好像是狼群长老，已经活很久很久了。”', 'text_KOR': '「오랜 세월을 산 울프의 장로라고 해」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': ""It sounds like my great-great grandmother. I wonder if it's as tough on its pack as—Gah! A shiver just ran up my spine ..."", 'text_JPN': '「大婆様みたいね。やっぱり弟子には厳しいのか\n\u3000しら……わっ！\u3000何か背筋がゾクって……」', 'text_CHT': '「好像長老婆婆，對徒弟八成也很嚴格……\n\u3000哇，背脊突然一陣涼意……」', 'text_CHS': '“和曾祖母好像啊，对徒弟八成也很严格……\n\u3000哇，突然背脊感到一阵凉意……”', 'text_KOR': '「큰할머님 같아. 역시 제자한테는 엄격한\n 걸까… 앗! 뭔가 등골이 오싹해졌어…」'}, 'char2': 'Wilbell'}"	1794081988
		[5, 8, 5, 8]	191																														197401196
		[7, 9, 6, 9]	192																														1208285849
Noble Archwolf	Beast	[9, 10, 8, 10]	595	0	-50	0	-25	50	0	0	0	50	0	0	-50	0	-25	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2062748672, 'ItemName': 'Fine Pelt', 'GradeMin': 1, 'GradeMax': 53}	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 765271129, 'ItemName': 'Monster Poison Organ', 'GradeMin': 1, 'GradeMax': 53}	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 728189870, 'ItemName': 'Mythical Hide', 'GradeMin': 1, 'GradeMax': 53}	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2044054235, 'ItemName': 'Thousand Scale Fruit', 'GradeMin': 1, 'GradeMax': 53}		{'LevelMin': 30, 'LevelMax': 80, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 263688471, 'ItemName': 'Dark Shine Pearl', 'Numbers1': [1, 2, 4], 'Numbers2': [1, 3, 4, 2, 1], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 764617634}	{'LevelMin': 30, 'LevelMax': 80, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2024841601, 'ItemName': 'Crimson Shine Pearl', 'Numbers1': [1, 2, 4], 'Numbers2': [1, 3, 4, 2, 1], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 764617634}	{'LevelMin': 30, 'LevelMax': 80, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 507908037, 'ItemName': 'Azure Shine Pearl', 'Numbers1': [1, 2, 4], 'Numbers2': [1, 3, 4, 2, 1], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 764617634}			崇高なる狼王	崇高的狼王	崇高狼王	숭고한 늑대왕	"{'flavor1': {'text_ENG': ""Imagine if one of these showed up in town! There's no telling how much damage it could do ..."", 'text_JPN': '「こんなのが町に出たりしたら、\n\u3000どれだけの被害が出るかわからないね」', 'text_CHT': '「這種魔物要是跑到鎮上，\n\u3000不知會造成多少傷亡。」', 'text_CHS': '“这种魔物要是跑到镇上，\n\u3000不知会造成多少伤亡。”', 'text_KOR': '「이런 게 마을에 출현한다면 얼마나 많은\n 피해가 나올지 알 수 없겠구나」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""Yeah, that's something I'd rather not think about. Especially because it wouldn't be an easy foe to take down."", 'text_JPN': '「あまり考えたくはないが、簡単に倒せるような\n\u3000相手でもないからな」', 'text_CHT': '「雖然不願多想，但這傢伙\n\u3000實在不是三兩下就能擺平的。」', 'text_CHS': '“虽然不愿多想，但这家伙\n\u3000实在不是三两下就能收拾的。”', 'text_KOR': '「별로 생각하고 싶지 않지만, 쉽게 쓰러\n 트릴 수 있는 상대도 아니니까 말이야」'}, 'char2': 'Slade'}"	2109719621
Dryad	Plant	[1, 1, 3, 1]	193	-50	0	-25	0	0	0	-50	0	0	-25	0	0	0	0	{'LevelMin': 1, 'LevelMax': 10, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2089940276, 'ItemName': 'Princess Grass', 'GradeMin': 1, 'GradeMax': 8}	{'LevelMin': 1, 'LevelMax': 10, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1424270696, 'ItemName': 'Magic Herb', 'GradeMin': 1, 'GradeMax': 8}	{'LevelMin': 1, 'LevelMax': 10, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 438774936, 'ItemName': 'Zafloa Oil', 'GradeMin': 1, 'GradeMax': 8}	{'LevelMin': 1, 'LevelMax': 10, 'TraitId1': 998011272, 'TraitId2': 0, 'ItemId': 2056789704, 'ItemName': 'Manaphoria', 'TraitName1': 'Harvest Blessing'}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1461982293, 'ItemName': 'Iris Stone - Animal Mat.'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 441917182, 'ItemName': 'Iris Stone - Dragon Mat.'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 34942089, 'ItemName': 'Iris Stone - Neutralizer'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 325708408, 'ItemName': 'Iris Stone - Misc.'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1094440022, 'ItemName': 'Iris Stone - Spices'}	ドライアド	媚惑树精	媚惑樹精	드라이어드	{'flavor1': {'text_ENG': 'These guys are pretty cute, but I bet some people see them as demons.', 'text_JPN': '「この子可愛いけど一部の人間には悪魔みたいに\n\u3000見えるでしょうね……」', 'text_CHT': '「牠雖然可愛，\n\u3000但在某些人眼中恐怕跟惡魔沒兩樣……」', 'text_CHS': '“它虽然可爱，\n\u3000但在某些人眼中恐怕和恶魔没啥两样……”', 'text_KOR': '「이 아이, 귀엽지만 일부 사람들한테는\n 악마처럼 보이겠지…」'}, 'char1': 'Wilbell', 'flavor2': {'text_ENG': 'Yeah, true ... Like my sister, for example.', 'text_JPN': '「確かに……例えばお姉ちゃんとか……」', 'text_CHT': '「對啊……就跟姐姐一樣……」', 'text_CHS': '“对啊……就像姐姐一样……”', 'text_KOR': '「확실히… 예를 들어 언니라던가…」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': 'Just looking at them makes me ... Achoo! *Sniffle*', 'text_JPN': '「見てるだけで……ハクション！\u3000ずずっ」', 'text_CHT': '「光看著牠就……哈啾！（吸鼻水）」', 'text_CHS': '“光看着它就……阿嚏！（吸鼻涕）”', 'text_KOR': '「보기만 해도… 에취! 훌쩍」'}, 'char3': 'Camilla'}	583958858
Chaos Blossom	Plant	[7, 3, 8, 2]	596	-50	0	-25	0	0	0	-50	0	0	-25	0	0	0	0	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1828432891, 'ItemName': 'Lotus', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1424270696, 'ItemName': 'Magic Herb', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2048061213, 'ItemName': 'Green Spiky Fruit', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 844434397, 'ItemName': 'Nightglow Flower', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 815574210, 'ItemName': 'Endangered Herb', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1363239453, 'ItemName': 'Dark Virid Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 642142859, 'ItemName': 'Crimson Virid Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1085340879, 'ItemName': 'Azure Virid Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}			カオスブロッサム	混沌之花	混沌花開	카오스 블로섬	"{'flavor1': {'text_ENG': ""Hmm ... It's definitely huge, but I can't say it looks like a tough opponent."", 'text_JPN': '「うーん、大きくてもそんなに強そうには\n\u3000見えない見た目なのだがなぁ……」', 'text_CHT': '「嗯～牠雖然巨大，\n\u3000看起來卻不是很強……」', 'text_CHS': '“嗯～它虽然巨大，\n\u3000看起来却不是很强……”', 'text_KOR': '「으음, 몸집이 커도\n 별로 강해 보이지 않게 생겼는데…」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'Yeah, it has the kind of appearance that puts you off your guard.', 'text_JPN': '「油断させられる見た目だよな」', 'text_CHT': '「長這樣會讓人輕敵耶。」', 'text_CHS': '“这外表会让人轻敌呢。”', 'text_KOR': '「방심하게 되는 생김새지」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': ""Just make sure you don't actually drop your guard and get trounced."", 'text_JPN': '「本当に油断してやられたりしないでくれよ？」', 'text_CHT': '「可別真的輕敵而栽在牠手上喔？」', 'text_CHS': '“可别真因轻敌而栽在它手上哦？”', 'text_KOR': '「정말로 방심해서 당하거나 하지 말아줘」'}, 'char3': 'Raze'}"	1350452478
		[1, 1, 3, 1]	194																														714192891
		[8, 5, 8, 3]	597																														1023674706
		[3, 2, 7, 2]	195																														1506301558
		[8, 6, 9, 3]	598																														2076753644
Ice Flower Spirit	Plant	[2, 1, 5, 2]	196	0	-50	-25	0	50	0	0	0	50	-25	0	-50	0	0	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1978153648, 'ItemName': 'Sweet Flower', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 899419154, 'ItemName': 'Taun', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 126982968, 'TraitId2': 0, 'ItemId': 1310382082, 'ItemName': 'Tail Fern', 'TraitName1': 'Enchanting Tail'}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 43485105, 'ItemName': 'Wake-Up Flower', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1077131905, 'ItemName': 'Spirit Dew', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1724763677, 'ItemName': 'Altus - Brilliant Glow'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1583727976, 'ItemName': 'Altus - Glowing Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1684891331, 'ItemName': 'Altus - Glowing Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2140492094, 'ItemName': 'Altus - Glowing Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1548505188, 'ItemName': 'Altus - Glowing Amethyst'}	氷花の精	冰花精	冰花精	얼음꽃의 요정	"{'flavor1': {'text_ENG': 'Ice flowers, huh? They sure were pretty.', 'text_JPN': '「氷花か。あれはものすごく綺麗だったな」', 'text_CHT': '「是冰花啊，這真的很漂亮。」', 'text_CHS': '“是冰花啊，这真的很漂亮。”', 'text_KOR': '「얼음꽃인가. 그거, 정말 예뻤지」'}, 'char1': 'Heiter', 'flavor2': {'text_ENG': 'They can only be found in really cold places.', 'text_JPN': '「寒いところでしか見られないんだよね」', 'text_CHT': '「冰花只有在寒冷的地方才看得到吧？」', 'text_CHS': '“冰花只有在寒冷的地方才看得到吧？”', 'text_KOR': '「추운 데서만 볼 수 있던가」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': 'Yeah, the place where we saw them was cold enough to make your snot freeze.', 'text_JPN': '「あぁ、鼻水も凍るぐらい寒い場所だったぞ」', 'text_CHT': '「嗯，在冷到連鼻水都結凍的地方。」', 'text_CHS': '“嗯，在冷到连鼻涕都冻住的地方。”', 'text_KOR': '「맞아, 콧물도 얼 정도로 추운 곳이었어」'}, 'char3': 'Heiter', 'flavor4': {'text_ENG': ""Yikes! I'd love to see them, but not at that price. I can't handle the cold ..."", 'text_JPN': '「えぇー\u3000見てみたいけど寒いのは苦手……」', 'text_CHT': '「哇～好想見識一下，但我怕冷……」', 'text_CHS': '“哇～好想见识一下，但我怕冷……”', 'text_KOR': '「으음, 보고 싶지만 추운 건 싫어…」'}, 'char4': 'Rias'}"	1628123035
Coldspell	Plant	[7, 3, 8, 5]	599	0	-50	-25	0	50	0	0	0	50	-25	0	-50	0	0	{'LevelMin': 34, 'LevelMax': 52, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1978153648, 'ItemName': 'Sweet Flower', 'GradeMin': 1, 'GradeMax': 42}	{'LevelMin': 34, 'LevelMax': 52, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 962577040, 'ItemName': 'Frost Uni', 'GradeMin': 1, 'GradeMax': 42}	{'LevelMin': 34, 'LevelMax': 52, 'TraitId1': 259732645, 'TraitId2': 0, 'ItemId': 1184139538, 'ItemName': 'Diaphane', 'TraitName1': 'Awakening Heal'}	{'LevelMin': 34, 'LevelMax': 52, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 43485105, 'ItemName': 'Wake-Up Flower', 'GradeMin': 1, 'GradeMax': 42}							コルドスペル	寒冰咏唱者	寒冰詠唱者	콜드 스펠	"{'flavor1': {'text_ENG': 'Wherever this monster goes, it creates a chill in the air around it.', 'text_JPN': '「この魔物がいるところは、少しだけ空気が\n\u3000冷たくなるんです」', 'text_CHT': '「這種魔物會讓周遭的氣溫稍微降低喔。」', 'text_CHS': '“这种魔物会让周遭的气温稍微降低哦。”', 'text_KOR': '「이 몬스터가 있는 곳은 공기가 약간\n 차가워져요」'}, 'char1': 'Ayesha', 'flavor2': {'text_ENG': ""Ooh, nice. At least we'll get some warning."", 'text_JPN': '「へえ、わかりやすくていいな」', 'text_CHT': '「那也不錯，行蹤一清二楚。」', 'text_CHS': '“那也不错，行踪一清二楚。”', 'text_KOR': '「헤에, 알기 쉬워서 좋네」'}, 'char2': 'Oskar', 'flavor3': {'text_ENG': ""But that also means that when we fight one, it'll be extra cold ..."", 'text_JPN': '「つまり、戦う時はすっごい寒いってことかあ」', 'text_CHT': '「所以和牠戰鬥時會很冷囉？」', 'text_CHS': '“所以和它战斗时会很冷吧？”', 'text_KOR': '「즉, 싸울 때는 굉장히 춥다는 거구나」'}, 'char3': 'Ryza'}"	2010753468
		[2, 1, 6, 2]	197																														14916110
		[5, 3, 8, 3]	198																														1269057192
Burning Rose	Plant	[3, 3, 6, 3]	199	-25	0	50	-50	50	0	-25	0	50	50	0	0	0	-50	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 385805320, 'ItemName': 'Indignant Scream', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1735586464, 'ItemName': 'Colored Cotton Grass', 'GradeMin': 1, 'GradeMax': 25}		{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1644632644, 'ItemName': 'Rose Crystal', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 43485105, 'ItemName': 'Wake-Up Flower', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 297808712, 'ItemName': 'Altus - Vibrant Amethyst'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1531694908, 'ItemName': 'Altus - Amethyst Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 141483302, 'ItemName': 'Altus - Amethyst Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1100424542, 'ItemName': 'Altus - Amethyst Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 725724465, 'ItemName': 'Altus - Amethyst Glow'}	バーニングローズ	烈焰玫瑰	烈焰玫瑰	버닝 그로우즈	"{'flavor1': {'text_ENG': ""What a lovely shade of red! But, that's funny ... The shape of the hands is less like a rose and more like a sunfl—"", 'text_JPN': '「真っ赤なお花ですね～。でもあれ？\n\u3000この手の形、バラと言うよりひまわ……」', 'text_CHT': '「鮮紅色的花耶～咦？可是看牠手的形狀，\n\u3000與其說是玫瑰，更像是向日葵……」', 'text_CHS': '“鲜红色的花啊～咦？可是看它手的形状，\n\u3000与其说是玫瑰，更像是向日葵……”', 'text_KOR': '「새빨간 꽃이군요. 근데 이거,\n 장미라기보다 해바라…」'}, 'char1': 'Klaudia', 'flavor2': {'text_ENG': ""Don't say it, Klaudia! You're not supposed to draw attention to that!"", 'text_JPN': '「ダメですよ、クラウディアさん！\n\u3000そこは触れないお約束です」', 'text_CHT': '「科洛蒂婭小姐，不行不行！\n\u3000不是說好不能吐槽的嗎？」', 'text_CHS': '“科洛蒂娅小姐，不行不行！\n\u3000不是说好不能吐槽的吗？”', 'text_KOR': '「안 돼요, 클라우디아 씨! 그건 말하지\n 않는 게 암묵적인 룰이라고요」'}, 'char2': 'Slade'}"	923669313
